-9.244237011935979575e-01,5.542585878351736772e-01,-1.352682708279057566e+00,-2.346202894222775281e-01,1.047358065359140111e+00,7.840194756654896013e-02,-6.371380154924590755e-01,6.122192580090157765e-01,-3.468259874608043969e-01,-4.696524929755013789e-01,3.000000000000000000e+00
-5.582773910961804642e-01,-1.342902571857786054e+00,-8.536090332961149274e-01,1.282926538957078311e+00,1.065770660080355370e+00,1.608881726532567447e+00,-1.002407776692913366e+00,-3.470100515923343898e-01,-2.018159409941298055e+00,-1.050908536481499844e+00,7.000000000000000000e+00
-2.487491306208530484e-01,2.502202289127184898e+00,-6.230712089300423362e-02,-6.982498129096318396e-01,1.418847983046387817e+00,3.000101647864734655e-01,-1.564350427305896407e-01,-1.208444954168540697e+00,-3.280764648260640071e-01,-4.043847589233694473e-01,2.000000000000000000e+00
-3.299371711352843128e-01,-9.576587773634740453e-01,-1.651710204957913986e+00,1.127145235234724430e+00,1.154457078204243592e+00,7.096446219799010802e-01,-2.874032630694924317e-01,-1.766168226767344862e+00,-8.207221627954144338e-01,-4.717508811719876571e-01,7.000000000000000000e+00
3.620416501286088246e-02,6.781082887291068895e-01,6.457779511468733635e-02,1.430359175556964901e+00,-5.170718145878060445e-01,2.017141589816641711e-01,7.302420338704271874e-01,8.154514045263269173e-01,-1.115475297009140387e+00,2.588901707391704776e-01,5.000000000000000000e+00
-1.120182943628010852e+00,6.419264338990827989e-02,-9.779148961682201380e-01,-1.073604646866402057e-01,6.517458366604181874e-01,-1.890079811390686926e-01,-9.393292769479806292e-01,2.160363743677463921e-01,-1.010768846034740376e+00,-3.640554033193529881e-01,3.000000000000000000e+00
1.197411869026948628e+00,6.508348179447944748e-01,-1.137583286240592129e+00,-1.322527192250857020e+00,-1.877698154593381963e+00,2.212819887194529933e+00,1.157659112562374304e+00,9.784183301112598929e-01,-8.026263709570117255e-01,-2.272976513446504310e+00,9.000000000000000000e+00
-1.764562308346760533e+00,-1.377622148131465663e+00,7.572122372838090421e-01,1.785398384288259255e-01,-1.236132180404115211e+00,1.059633607168469355e-01,-1.332264785681216424e-01,9.970584229395189624e-01,-1.041867694349379453e-01,9.021457988774902459e-01,6.000000000000000000e+00
-1.414904603712490605e+00,2.945138743344749566e-01,-4.689115499474992566e-02,1.047041432382900088e-02,3.354465187845329099e-01,2.868315233652319329e-01,-3.701909866184712183e-01,-4.473707478743822463e-01,2.503375494959238501e-01,-6.246420510208551269e-01,7.000000000000000000e+00
-3.243117957435781573e-02,2.130954747395974458e+00,4.582792069754254016e-01,-1.256800466734729671e+00,2.905857852856016943e-01,7.380583268197641322e-01,-2.579585007116699802e-01,-1.851175928690149242e+00,-5.587712661730284136e-01,-6.755676242282709909e-02,2.000000000000000000e+00
